"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"1448",433587,"Felix Hernandez",2014,"3434","42.17","0.247","0.116","0.308","0.363","0.292","0.051","0.000","98","397","null","null","null","93.1","null","92","649","790","null","null","null","null","null","null","null","null","null"
"936",502171,"Alex Cobb",2013,"2221","42.14","0.235","0.168","0.252","0.403","0.311","0.065","0.000","46","196","null","null","null","91.6","null","32","340","595","null","null","null","null","null","null","null","null","null"
"1085",502171,"Alex Cobb",2014,"2611","41.55","0.283","0.142","0.304","0.425","0.349","0.090","0.000","62","219","null","null","null","92.3","null","46","397","676","null","null","null","null","null","null","null","null","null"
"1241",518516,"Madison Bumgarner",2013,"3205","38.72","0.222","0.132","0.288","0.355","0.281","0.063","0.000","52","234","null","null","null","92.0","null","154","569","666","null","null","null","null","null","null","null","null","null"
"1022",450308,"Jered Weaver",2016,"2836","36.04","0.317","0.217","0.332","0.533","0.393","0.360","0.279","76","240","85.2","24.9","2214","83.7","83.15","45","404","612","-0.5","6.25","110","151","107","148","305","322","300"
"741",285079,"R.A. Dickey",2011,"3132","23.66","0.261","0.194","0.265","0.456","0.333","0.081","0.000","47","180","null","null","null","84.7","null","25","292","440","null","null","null","null","null","null","null","null","null"
"468",285079,"R.A. Dickey",2010,"2611","17.92","0.343","0.074","0.374","0.417","0.366","0.091","0.000","37","108","null","null","null","84.1","null","13","175","289","null","null","null","null","null","null","null","null","null"
"451",285079,"R.A. Dickey",2012,"3360","13.42","0.294","0.186","0.321","0.480","0.364","0.086","0.000","30","102","null","null","null","84.0","null","22","165","280","null","null","null","null","null","null","null","null","null"
"458",285079,"R.A. Dickey",2014,"3513","13.04","0.297","0.261","0.297","0.559","0.403","0.092","0.000","33","111","null","null","null","82.4","null","25","186","267","null","null","null","null","null","null","null","null","null"
"348",285079,"R.A. Dickey",2016,"2742","12.69","0.351","0.170","0.403","0.521","0.419","0.362","0.281","33","94","83.2","12.0","1887","82.9","81.56","19","152","193","-1.3","5.53","110","151","114","147","294","316","291"
"442",285079,"R.A. Dickey",2013,"3505","12.61","0.265","0.324","0.234","0.588","0.422","0.141","0.000","27","102","null","null","null","82.4","null","25","168","269","null","null","null","null","null","null","null","null","null"
"374",285079,"R.A. Dickey",2015,"3266","11.45","0.381","0.206","0.402","0.588","0.443","0.406","0.337","37","97","88.7","14.0","1813","82.3","80.88","17","168","204","-1.4","5.59","109","152","113","147","289","315","292"
