"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"1440",430912,"Matt Cain",2014,"1440","100.00","0.242","0.173","0.268","0.415","0.315","0.064","0.000","81","335","null","null","null","88.3","null","133","644","776","null","null","null","null","null","null","null","null","null"
"3423",430935,"Cole Hamels",2013,"3423","100.00","0.246","0.157","0.301","0.404","0.301","0.046","0.000","205","832","null","null","null","88.3","null","449","1756","1623","null","null","null","null","null","null","null","null","null"
"3300",456501,"Johnny Cueto",2016,"3300","100.00","0.238","0.111","0.296","0.350","0.278","0.290","0.245","195","818","82.8","13.9","2136","88.3","87.33","344","1577","1697","-1.0","5.65","112","149","109","148","285","307","296"
"3040",433587,"Felix Hernandez",2015,"3040","100.00","0.240","0.141","0.291","0.381","0.299","0.285","0.230","180","750","86.5","4.7","2000","88.3","87.99","352","1406","1598","-0.3","6.37","111","146","109","146","290","313","294"
"3164",434622,"Ubaldo Jimenez",2013,"3164","100.00","0.239","0.128","0.304","0.367","0.304","0.075","0.000","163","682","null","null","null","88.3","null","304","1337","1810","null","null","null","null","null","null","null","null","null"
"3488",430912,"Matt Cain",2011,"3488","100.00","0.217","0.102","0.265","0.319","0.264","0.056","0.000","177","816","null","null","null","88.3","null","362","1632","1811","null","null","null","null","null","null","null","null","null"
"3166",506433,"Yu Darvish",2012,"3166","100.00","0.220","0.126","0.296","0.346","0.296","0.085","0.000","156","708","null","null","null","88.2","null","409","1403","1729","null","null","null","null","null","null","null","null","null"
"3403",424324,"Cliff Lee",2011,"3403","100.00","0.229","0.110","0.293","0.339","0.266","0.037","0.000","197","862","null","null","null","88.2","null","354","1607","1759","null","null","null","null","null","null","null","null","null"
"3657",448306,"James Shields",2013,"3657","100.00","0.251","0.118","0.301","0.369","0.299","0.056","0.000","215","857","null","null","null","88.2","null","387","1671","1954","null","null","null","null","null","null","null","null","null"
"3493",452657,"Jon Lester",2014,"3493","100.00","0.236","0.118","0.302","0.354","0.278","0.042","0.000","194","821","null","null","null","88.2","null","371","1629","1849","null","null","null","null","null","null","null","null","null"
"2611",502171,"Alex Cobb",2014,"2611","100.00","0.231","0.094","0.285","0.325","0.277","0.059","0.000","142","616","null","null","null","88.2","null","307","1186","1397","null","null","null","null","null","null","null","null","null"
"3063",434622,"Ubaldo Jimenez",2015,"3063","100.00","0.257","0.140","0.310","0.397","0.322","0.303","0.240","182","707","86.0","10.5","1988","88.1","87.67","273","1269","1763","-0.4","5.95","109","153","118","148","291","301","290"
"3269",518516,"Madison Bumgarner",2012,"3269","100.00","0.234","0.152","0.280","0.386","0.291","0.046","0.000","183","782","null","null","null","88.1","null","331","1546","1687","null","null","null","null","null","null","null","null","null"
"3011",112526,"Bartolo Colon",2014,"3011","100.00","0.273","0.141","0.311","0.414","0.309","0.029","0.000","218","799","null","null","null","88.1","null","202","1381","1589","null","null","null","null","null","null","null","null","null"
"3210",425844,"Zack Greinke",2014,"3210","100.00","0.247","0.126","0.312","0.373","0.289","0.038","0.000","190","770","null","null","null","88.1","null","390","1513","1682","null","null","null","null","null","null","null","null","null"
"2999",543699,"Tanner Roark",2014,"2999","100.00","0.239","0.113","0.273","0.351","0.278","0.039","0.000","178","746","null","null","null","88.1","null","267","1366","1604","null","null","null","null","null","null","null","null","null"
"3057",434671,"Anibal Sanchez",2012,"3057","100.00","0.265","0.140","0.313","0.405","0.311","0.045","0.000","200","755","null","null","null","88.1","null","328","1447","1568","null","null","null","null","null","null","null","null","null"
"3253",424324,"Cliff Lee",2013,"3253","100.00","0.232","0.136","0.289","0.368","0.273","0.029","0.000","193","832","null","null","null","88.0","null","330","1597","1641","null","null","null","null","null","null","null","null","null"
"2578",434671,"Anibal Sanchez",2016,"2578","100.00","0.285","0.198","0.320","0.483","0.356","0.322","0.251","171","600","83.2","21.5","2188","88.0","87.72","260","1201","1365","-0.3","6.16","109","151","112","145","303","322","292"
"2816",425844,"Zack Greinke",2013,"2816","100.00","0.234","0.122","0.284","0.355","0.282","0.052","0.000","152","650","null","null","null","88.0","null","322","1317","1474","null","null","null","null","null","null","null","null","null"
"3225",434671,"Anibal Sanchez",2011,"3225","100.00","0.250","0.148","0.317","0.398","0.309","0.058","0.000","187","748","null","null","null","88.0","null","392","1548","1631","null","null","null","null","null","null","null","null","null"
"2503",425844,"Zack Greinke",2016,"2503","100.00","0.262","0.182","0.299","0.444","0.321","0.316","0.255","161","615","83.5","15.0","2247","88.0","87.78","278","1218","1261","-0.2","6.00","112","153","117","149","302","323","302"
"3617",448306,"James Shields",2012,"3617","100.00","0.239","0.144","0.294","0.383","0.297","0.051","0.000","208","869","null","null","null","88.0","null","421","1684","1895","null","null","null","null","null","null","null","null","null"
"3345",430912,"Matt Cain",2012,"3345","100.00","0.222","0.138","0.264","0.361","0.275","0.048","0.000","177","796","null","null","null","88.0","null","358","1591","1726","null","null","null","null","null","null","null","null","null"
"3469",136880,"Roy Halladay",2011,"3469","100.00","0.239","0.075","0.305","0.313","0.255","0.029","0.000","208","872","null","null","null","88.0","null","414","1710","1712","null","null","null","null","null","null","null","null","null"
"3132",430935,"Cole Hamels",2011,"3132","100.00","0.214","0.123","0.259","0.337","0.260","0.040","0.000","169","789","null","null","null","88.0","null","386","1475","1627","null","null","null","null","null","null","null","null","null"
"3313",518516,"Madison Bumgarner",2015,"3313","100.00","0.222","0.126","0.284","0.348","0.267","0.270","0.224","181","815","86.0","12.0","2256","88.0","87.54","447","1658","1626","-0.5","6.14","111","148","109","144","292","314","291"
"1629",453329,"Clay Buchholz",2013,"1629","100.00","0.199","0.077","0.255","0.277","0.249","0.062","0.000","75","376","null","null","null","87.9","null","165","704","918","null","null","null","null","null","null","null","null","null"
"993",430912,"Matt Cain",2015,"993","100.00","0.293","0.252","0.306","0.545","0.379","0.393","0.302","71","242","87.7","15.1","2334","87.8","86.19","93","467","519","-1.6","5.28","111","149","109","146","289","315","296"
"3383",425844,"Zack Greinke",2012,"3383","100.00","0.249","0.117","0.310","0.366","0.291","0.045","0.000","200","803","null","null","null","87.8","null","322","1429","1935","null","null","null","null","null","null","null","null","null"
"2312",506433,"Yu Darvish",2014,"2312","100.00","0.241","0.132","0.335","0.374","0.300","0.059","0.000","133","551","null","null","null","87.8","null","272","1029","1270","null","null","null","null","null","null","null","null","null"
"89",446372,"Corey Kluber",2011,"89","100.00","0.300","0.000","0.400","0.300","0.356","0.140","0.000","6","20","null","null","null","87.8","null","12","41","46","null","null","null","null","null","null","null","null","null"
"2841",425844,"Zack Greinke",2011,"2841","100.00","0.245","0.167","0.323","0.412","0.306","0.048","0.000","161","658","null","null","null","87.7","null","325","1261","1560","null","null","null","null","null","null","null","null","null"
"3204",218596,"Tim Hudson",2011,"3204","100.00","0.236","0.095","0.276","0.331","0.280","0.056","0.000","189","800","null","null","null","87.7","null","311","1440","1702","null","null","null","null","null","null","null","null","null"
"2937",285064,"Ryan Vogelsong",2011,"2937","100.00","0.244","0.117","0.285","0.361","0.295","0.061","0.000","164","673","null","null","null","87.7","null","234","1273","1633","null","null","null","null","null","null","null","null","null"
"2853",112526,"Bartolo Colon",2016,"2853","100.00","0.268","0.161","0.295","0.430","0.313","0.318","0.271","200","745","84.3","16.2","2135","87.7","85.81","182","1333","1496","-1.9","5.29","110","152","111","146","291","312","294"
"2708",112526,"Bartolo Colon",2015,"2708","100.00","0.281","0.156","0.311","0.437","0.317","0.313","0.268","217","771","86.9","10.9","2126","87.7","85.68","191","1302","1367","-2.0","5.27","112","150","112","145","291","308","292"
"2901",453329,"Clay Buchholz",2012,"2901","100.00","0.263","0.163","0.286","0.426","0.328","0.066","0.000","187","711","null","null","null","87.7","null","258","1340","1528","null","null","null","null","null","null","null","null","null"
"2306",434622,"Ubaldo Jimenez",2014,"2306","100.00","0.241","0.143","0.292","0.385","0.330","0.103","0.000","113","468","null","null","null","87.7","null","173","899","1386","null","null","null","null","null","null","null","null","null"
"3316",430935,"Cole Hamels",2012,"3316","100.00","0.237","0.140","0.293","0.377","0.288","0.044","0.000","190","802","null","null","null","87.7","null","458","1626","1650","null","null","null","null","null","null","null","null","null"
"3370",461829,"Gio Gonzalez",2010,"3370","100.00","0.229","0.100","0.277","0.329","0.292","0.079","0.000","171","748","null","null","null","87.7","null","313","1420","1932","null","null","null","null","null","null","null","null","null"
"3205",518516,"Madison Bumgarner",2013,"3205","100.00","0.203","0.104","0.257","0.307","0.257","0.059","0.000","146","720","null","null","null","87.7","null","390","1511","1650","null","null","null","null","null","null","null","null","null"
"2578",448802,"Jaime Garcia",2016,"2578","100.00","0.268","0.180","0.310","0.448","0.336","0.310","0.247","179","668","83.5","6.0","2356","87.6","86.60","250","1159","1377","-1.0","5.94","107","147","109","143","297","313","295"
"2453",433587,"Felix Hernandez",2016,"2453","100.00","0.240","0.153","0.274","0.392","0.318","0.342","0.266","138","576","84.2","9.7","2007","87.6","87.41","255","1133","1299","-0.2","6.44","107","150","109","145","289","310","290"
"3437",453311,"Tim Lincecum",2010,"3437","100.00","0.242","0.122","0.315","0.364","0.297","0.063","0.000","194","802","null","null","null","87.6","null","405","1567","1825","null","null","null","null","null","null","null","null","null"
"3234",434671,"Anibal Sanchez",2010,"3234","100.00","0.257","0.099","0.312","0.356","0.301","0.064","0.000","192","748","null","null","null","87.6","null","325","1485","1708","null","null","null","null","null","null","null","null","null"
"1720",518516,"Madison Bumgarner",2010,"1720","100.00","0.272","0.142","0.314","0.414","0.320","0.046","0.000","119","437","null","null","null","87.6","null","141","804","893","null","null","null","null","null","null","null","null","null"
"2741",453329,"Clay Buchholz",2014,"2741","100.00","0.273","0.143","0.317","0.416","0.329","0.061","0.000","182","666","null","null","null","87.6","null","252","1228","1495","null","null","null","null","null","null","null","null","null"
"3116",461829,"Gio Gonzalez",2016,"3116","100.00","0.262","0.142","0.321","0.404","0.318","0.315","0.249","179","684","83.6","13.6","2261","87.5","87.03","317","1351","1723","-0.5","6.08","109","150","110","145","298","307","283"
"842",502171,"Alex Cobb",2011,"842","100.00","0.244","0.095","0.284","0.338","0.296","0.069","0.000","49","201","null","null","null","87.5","null","69","363","476","null","null","null","null","null","null","null","null","null"
"3452",506433,"Yu Darvish",2013,"3452","100.00","0.194","0.140","0.264","0.334","0.274","0.073","0.000","145","748","null","null","null","87.5","null","472","1499","1929","null","null","null","null","null","null","null","null","null"
"1716",453329,"Clay Buchholz",2015,"1716","100.00","0.260","0.100","0.330","0.361","0.294","0.272","0.235","114","438","86.5","10.6","2222","87.4","87.66","196","845","857","0.3","6.49","110","148","105","146","282","308","291"
"2311",285064,"Ryan Vogelsong",2015,"2311","100.00","0.265","0.178","0.301","0.443","0.339","0.343","0.266","140","528","86.7","13.1","1982","87.4","87.47","168","987","1308","0.1","6.34","112","148","110","146","291","316","294"
"3571",518516,"Madison Bumgarner",2016,"3571","100.00","0.213","0.141","0.268","0.354","0.271","0.281","0.217","179","841","82.9","19.4","2292","87.4","87.62","441","1700","1847","0.2","6.53","109","148","109","145","287","308","293"
"3248",519242,"Chris Sale",2013,"3248","100.00","0.230","0.124","0.290","0.354","0.281","0.048","0.000","184","800","null","null","null","87.4","null","382","1460","1758","null","null","null","null","null","null","null","null","null"
"3351",448306,"James Shields",2010,"3351","100.00","0.294","0.196","0.344","0.490","0.356","0.044","0.000","246","836","null","null","null","87.3","null","345","1620","1704","null","null","null","null","null","null","null","null","null"
"3056",285064,"Ryan Vogelsong",2012,"3056","100.00","0.242","0.137","0.287","0.379","0.302","0.062","0.000","171","707","null","null","null","87.3","null","248","1335","1676","null","null","null","null","null","null","null","null","null"
"2226",453329,"Clay Buchholz",2016,"2226","100.00","0.250","0.167","0.265","0.417","0.324","0.329","0.250","130","520","83.5","17.8","2262","87.3","87.08","222","1010","1203","-0.2","6.28","107","150","115","146","281","318","289"
"1857",448802,"Jaime Garcia",2015,"1857","100.00","0.225","0.074","0.270","0.299","0.257","0.271","0.229","106","471","85.7","2.5","2234","87.3","86.94","181","891","952","-0.4","5.99","107","147","108","146","294","306","295"
"3019",519242,"Chris Sale",2012,"3019","100.00","0.235","0.135","0.294","0.370","0.291","0.052","0.000","167","711","null","null","null","87.2","null","334","1361","1623","null","null","null","null","null","null","null","null","null"
"1273",424324,"Cliff Lee",2014,"1273","100.00","0.304","0.131","0.368","0.435","0.325","0.026","0.000","100","329","null","null","null","87.2","null","107","582","682","null","null","null","null","null","null","null","null","null"
"631",448802,"Jaime Garcia",2014,"631","100.00","0.234","0.186","0.270","0.419","0.301","0.040","0.000","39","167","null","null","null","87.1","null","80","305","321","null","null","null","null","null","null","null","null","null"
"2221",502171,"Alex Cobb",2013,"2221","100.00","0.228","0.125","0.280","0.353","0.286","0.058","0.000","120","527","null","null","null","87.1","null","219","986","1215","null","null","null","null","null","null","null","null","null"
"1916",547874,"Hisashi Iwakuma",2012,"1916","100.00","0.248","0.155","0.282","0.403","0.316","0.062","0.000","117","471","null","null","null","87.0","null","194","922","974","null","null","null","null","null","null","null","null","null"
"3058",285064,"Ryan Vogelsong",2014,"3058","100.00","0.254","0.157","0.300","0.411","0.316","0.060","0.000","178","700","null","null","null","87.0","null","248","1311","1713","null","null","null","null","null","null","null","null","null"
"1568",430912,"Matt Cain",2016,"1568","100.00","0.299","0.203","0.331","0.501","0.364","0.340","0.271","103","345","83.0","19.6","2469","87.0","85.60","153","694","855","-1.4","5.35","110","148","110","148","286","308","297"
"386",502171,"Alex Cobb",2016,"386","100.00","0.337","0.253","0.360","0.589","0.407","0.360","0.289","32","95","86.5","12.7","2055","87.0","85.14","31","178","207","-1.9","5.44","105","154","112","147","295","326","298"
"2492",434622,"Ubaldo Jimenez",2016,"2492","100.00","0.268","0.150","0.319","0.418","0.341","0.320","0.243","150","560","83.7","16.8","2037","86.9","86.43","224","1041","1438","-0.5","5.90","105","151","115","147","299","309","298"
"1390",285064,"Ryan Vogelsong",2016,"1390","100.00","0.254","0.203","0.284","0.457","0.344","0.327","0.244","80","315","83.3","13.2","1983","86.9","86.95","96","552","819","0.1","6.48","111","151","110","148","296","305","289"
"3196",450729,"Doug Fister",2011,"3196","100.00","0.237","0.102","0.274","0.339","0.271","0.039","0.000","193","814","null","null","null","86.9","null","243","1461","1698","null","null","null","null","null","null","null","null","null"
"3299",453311,"Tim Lincecum",2012,"3299","100.00","0.257","0.170","0.316","0.426","0.332","0.080","0.000","183","713","null","null","null","86.9","null","403","1457","1809","null","null","null","null","null","null","null","null","null"
"2609",448802,"Jaime Garcia",2010,"2609","100.00","0.243","0.080","0.293","0.323","0.289","0.067","0.000","151","622","null","null","null","86.8","null","276","1152","1405","null","null","null","null","null","null","null","null","null"
"2169",502171,"Alex Cobb",2012,"2169","100.00","0.254","0.119","0.298","0.374","0.304","0.060","0.000","130","511","null","null","null","86.8","null","185","945","1206","null","null","null","null","null","null","null","null","null"
"3338",448306,"James Shields",2015,"3338","100.00","0.247","0.202","0.302","0.449","0.335","0.308","0.233","189","764","87.7","11.2","2176","86.8","87.37","435","1508","1782","0.6","6.69","110","149","109","146","291","308","291"
"2987",448802,"Jaime Garcia",2011,"2987","100.00","0.273","0.121","0.324","0.394","0.310","0.044","0.000","207","759","null","null","null","86.7","null","336","1362","1587","null","null","null","null","null","null","null","null","null"
"2006",218596,"Tim Hudson",2013,"2006","100.00","0.245","0.118","0.285","0.363","0.291","0.050","0.000","120","490","null","null","null","86.6","null","196","933","1047","null","null","null","null","null","null","null","null","null"
"3134",448306,"James Shields",2016,"3134","100.00","0.289","0.239","0.305","0.528","0.381","0.358","0.273","209","724","84.4","15.8","2203","86.5","87.12","306","1360","1732","0.6","6.81","107","151","108","145","291","314","290"
"2793",543294,"Kyle Hendricks",2015,"2793","100.00","0.244","0.137","0.300","0.380","0.296","0.287","0.241","166","681","86.3","7.5","2127","86.4","85.16","248","1207","1559","-1.2","5.55","113","150","109","148","287","300","286"
"3102",547874,"Hisashi Iwakuma",2013,"3102","100.00","0.220","0.151","0.253","0.371","0.273","0.036","0.000","179","813","null","null","null","86.4","null","353","1525","1548","null","null","null","null","null","null","null","null","null"
"3281",453311,"Tim Lincecum",2013,"3281","100.00","0.248","0.141","0.306","0.389","0.311","0.069","0.000","184","743","null","null","null","86.4","null","394","1450","1787","null","null","null","null","null","null","null","null","null"
"1617",346798,"Kyle Lohse",2010,"1617","100.00","0.336","0.177","0.369","0.513","0.387","0.062","0.000","129","384","null","null","null","86.3","null","96","646","956","null","null","null","null","null","null","null","null","null"
"3020",572971,"Dallas Keuchel",2014,"3020","100.00","0.252","0.101","0.298","0.353","0.289","0.048","0.000","187","742","null","null","null","86.3","null","293","1332","1659","null","null","null","null","null","null","null","null","null"
"3493",572971,"Dallas Keuchel",2015,"3493","100.00","0.217","0.097","0.269","0.314","0.256","0.262","0.223","185","854","84.5","2.4","1991","86.3","85.64","389","1542","1936","-0.7","5.97","104","148","108","147","281","310","275"
"2805",346798,"Kyle Lohse",2011,"2805","100.00","0.249","0.141","0.272","0.390","0.294","0.041","0.000","178","716","null","null","null","86.2","null","184","1216","1561","null","null","null","null","null","null","null","null","null"
"1757",448802,"Jaime Garcia",2012,"1757","100.00","0.289","0.113","0.347","0.402","0.315","0.041","0.000","136","470","null","null","null","86.2","null","216","844","896","null","null","null","null","null","null","null","null","null"
"2623",218596,"Tim Hudson",2012,"2623","100.00","0.248","0.114","0.275","0.361","0.292","0.053","0.000","168","678","null","null","null","86.2","null","206","1206","1374","null","null","null","null","null","null","null","null","null"
"3127",346798,"Kyle Lohse",2012,"3127","100.00","0.239","0.129","0.267","0.368","0.277","0.034","0.000","192","804","null","null","null","86.2","null","241","1427","1672","null","null","null","null","null","null","null","null","null"
"2701",450729,"Doug Fister",2010,"2701","100.00","0.277","0.108","0.303","0.385","0.307","0.037","0.000","187","676","null","null","null","86.2","null","133","1137","1547","null","null","null","null","null","null","null","null","null"
"3576",448306,"James Shields",2011,"3576","100.00","0.217","0.133","0.260","0.350","0.274","0.050","0.000","195","897","null","null","null","86.1","null","399","1672","1883","null","null","null","null","null","null","null","null","null"
"3533",425794,"Adam Wainwright",2013,"3533","100.00","0.248","0.108","0.311","0.356","0.276","0.030","0.000","223","900","null","null","null","86.0","null","361","1684","1821","null","null","null","null","null","null","null","null","null"
"2542",547874,"Hisashi Iwakuma",2014,"2542","100.00","0.244","0.130","0.287","0.374","0.280","0.023","0.000","167","685","null","null","null","85.9","null","252","1241","1277","null","null","null","null","null","null","null","null","null"
"826",448802,"Jaime Garcia",2013,"826","100.00","0.263","0.152","0.304","0.415","0.315","0.045","0.000","57","217","null","null","null","85.9","null","99","394","422","null","null","null","null","null","null","null","null","null"
"2784",218596,"Tim Hudson",2014,"2784","100.00","0.270","0.137","0.303","0.407","0.309","0.036","0.000","199","738","null","null","null","85.9","null","268","1324","1422","null","null","null","null","null","null","null","null","null"
"2388",136880,"Roy Halladay",2012,"2388","100.00","0.261","0.146","0.304","0.407","0.309","0.044","0.000","155","594","null","null","null","85.8","null","278","1138","1233","null","null","null","null","null","null","null","null","null"
"1748",285064,"Ryan Vogelsong",2013,"1748","100.00","0.299","0.178","0.323","0.477","0.362","0.066","0.000","124","415","null","null","null","85.6","null","113","739","990","null","null","null","null","null","null","null","null","null"
"3013",346798,"Kyle Lohse",2013,"3013","100.00","0.259","0.147","0.280","0.406","0.303","0.034","0.000","196","757","null","null","null","85.6","null","240","1359","1633","null","null","null","null","null","null","null","null","null"
"2506",572971,"Dallas Keuchel",2013,"2506","100.00","0.297","0.161","0.342","0.458","0.354","0.059","0.000","184","620","null","null","null","85.5","null","246","1085","1395","null","null","null","null","null","null","null","null","null"
"2468",450729,"Doug Fister",2014,"2468","100.00","0.246","0.128","0.265","0.374","0.284","0.033","0.000","153","623","null","null","null","85.4","null","164","1140","1304","null","null","null","null","null","null","null","null","null"
"1156",543294,"Kyle Hendricks",2014,"1156","100.00","0.242","0.081","0.275","0.323","0.270","0.041","0.000","72","297","null","null","null","85.3","null","104","554","588","null","null","null","null","null","null","null","null","null"
"2665",453311,"Tim Lincecum",2014,"2665","100.00","0.258","0.183","0.301","0.441","0.335","0.071","0.000","154","597","null","null","null","85.3","null","280","1172","1474","null","null","null","null","null","null","null","null","null"
"1872",547874,"Hisashi Iwakuma",2015,"1872","100.00","0.245","0.169","0.278","0.414","0.296","0.311","0.261","120","490","87.4","9.8","1987","85.3","84.78","219","942","917","-0.5","6.19","114","148","111","147","291","312","293"
"2545",346798,"Kyle Lohse",2015,"2545","100.00","0.297","0.206","0.319","0.502","0.361","0.352","0.285","180","607","86.1","13.6","2003","85.2","83.85","257","1157","1357","-1.3","5.40","106","147","108","147","292","317","295"
"2888",543294,"Kyle Hendricks",2016,"2888","100.00","0.207","0.112","0.252","0.319","0.258","0.262","0.214","142","686","82.3","13.1","2108","85.2","84.52","308","1233","1620","-0.7","5.80","114","152","111","148","297","320","293"
"2517",450729,"Doug Fister",2012,"2517","100.00","0.249","0.136","0.297","0.385","0.300","0.046","0.000","156","626","null","null","null","85.2","null","213","1074","1414","null","null","null","null","null","null","null","null","null"
"3002",346798,"Kyle Lohse",2014,"3002","100.00","0.246","0.144","0.272","0.389","0.294","0.045","0.000","183","745","null","null","null","85.2","null","268","1382","1593","null","null","null","null","null","null","null","null","null"
"3092",425794,"Adam Wainwright",2012,"3092","100.00","0.258","0.133","0.320","0.391","0.304","0.049","0.000","196","759","null","null","null","85.2","null","282","1401","1658","null","null","null","null","null","null","null","null","null"
"3358",425794,"Adam Wainwright",2010,"3358","100.00","0.224","0.106","0.280","0.329","0.264","0.046","0.000","186","832","null","null","null","85.1","null","341","1468","1859","null","null","null","null","null","null","null","null","null"
"1854",218596,"Tim Hudson",2015,"1854","100.00","0.282","0.124","0.301","0.405","0.329","0.352","0.294","134","476","88.3","4.7","2003","85.0","83.79","163","859","967","-1.2","5.47","112","149","108","146","293","319","294"
"3258",425794,"Adam Wainwright",2014,"3258","100.00","0.222","0.088","0.270","0.310","0.258","0.044","0.000","184","830","null","null","null","85.0","null","315","1499","1714","null","null","null","null","null","null","null","null","null"
"2671",572971,"Dallas Keuchel",2016,"2671","100.00","0.259","0.165","0.305","0.424","0.320","0.311","0.255","168","648","84.5","5.7","2077","85.0","84.56","270","1169","1487","-0.4","6.03","103","149","112","148","284","315","280"
"383",425794,"Adam Wainwright",2015,"383","100.00","0.238","0.086","0.294","0.324","0.256","0.272","0.248","25","105","83.2","8.2","2310","84.8","84.82","36","192","188","0.0","6.18","111","148","109","148","292","302","296"
"3196",425794,"Adam Wainwright",2016,"3196","100.00","0.287","0.159","0.334","0.446","0.338","0.328","0.270","220","767","82.8","11.9","2334","84.7","84.48","281","1386","1765","-0.2","6.34","109","146","109","145","296","313","298"
"3746",450308,"Jered Weaver",2011,"3746","100.00","0.212","0.124","0.252","0.336","0.263","0.045","0.000","182","857","null","null","null","84.6","null","372","1679","2047","null","null","null","null","null","null","null","null","null"
"188",346798,"Kyle Lohse",2016,"188","100.00","0.357","0.405","0.306","0.762","0.482","0.470","0.325","15","42","91.0","19.3","2061","84.5","83.11","8","66","121","-1.4","5.33","105","148","109","147","307","329","308"
"3713",450308,"Jered Weaver",2010,"3713","100.00","0.222","0.134","0.277","0.355","0.273","0.042","0.000","187","844","null","null","null","84.5","null","448","1715","1980","null","null","null","null","null","null","null","null","null"
"1112",136880,"Roy Halladay",2013,"1112","100.00","0.238","0.212","0.253","0.450","0.353","0.114","0.000","55","231","null","null","null","84.5","null","106","451","640","null","null","null","null","null","null","null","null","null"
"3351",450729,"Doug Fister",2013,"3351","100.00","0.281","0.100","0.333","0.381","0.315","0.048","0.000","229","814","null","null","null","84.5","null","285","1433","1884","null","null","null","null","null","null","null","null","null"
"2859",450308,"Jered Weaver",2012,"2859","100.00","0.214","0.125","0.241","0.340","0.268","0.046","0.000","147","686","null","null","null","84.5","null","266","1250","1590","null","null","null","null","null","null","null","null","null"
"2981",547874,"Hisashi Iwakuma",2016,"2981","100.00","0.282","0.170","0.315","0.452","0.334","0.328","0.271","218","772","83.7","16.8","2038","84.4","83.88","253","1446","1509","-0.5","6.13","107","152","111","146","290","311","292"
"1654",450729,"Doug Fister",2015,"1654","100.00","0.295","0.162","0.316","0.457","0.340","0.327","0.274","120","407","85.5","8.9","1908","84.2","84.37","94","725","903","0.2","6.65","110","150","105","146","289","302","293"
"3000",450729,"Doug Fister",2016,"3000","100.00","0.276","0.173","0.300","0.449","0.344","0.331","0.265","195","706","83.5","11.6","1984","84.0","83.98","189","1204","1777","0.0","6.34","107","149","112","149","281","315","285"
"806",453311,"Tim Lincecum",2016,"806","100.00","0.395","0.273","0.435","0.669","0.479","0.399","0.314","68","172","85.2","14.3","1834","83.9","83.59","92","352","450","-0.3","6.31","107","149","110","146","299","326","301"
"1388",572971,"Dallas Keuchel",2012,"1388","100.00","0.286","0.175","0.286","0.462","0.351","0.074","0.000","93","325","null","null","null","83.8","null","84","573","806","null","null","null","null","null","null","null","null","null"
"1325",453311,"Tim Lincecum",2015,"1325","100.00","0.260","0.131","0.304","0.391","0.326","0.337","0.261","75","289","87.3","9.8","1917","83.1","83.35","156","583","728","0.3","6.38","112","148","108","146","291","317","292"
"2396",450308,"Jered Weaver",2013,"2396","100.00","0.237","0.145","0.268","0.382","0.294","0.049","0.000","139","586","null","null","null","82.7","null","254","1085","1294","null","null","null","null","null","null","null","null","null"
"3352",450308,"Jered Weaver",2014,"3352","100.00","0.239","0.146","0.269","0.385","0.300","0.056","0.000","193","808","null","null","null","81.1","null","326","1418","1914","null","null","null","null","null","null","null","null","null"
"3360",285079,"R.A. Dickey",2012,"3360","100.00","0.226","0.135","0.280","0.362","0.278","0.048","0.000","192","849","null","null","null","78.4","null","441","1674","1647","null","null","null","null","null","null","null","null","null"
"3132",285079,"R.A. Dickey",2011,"3132","100.00","0.256","0.127","0.285","0.382","0.299","0.050","0.000","202","790","null","null","null","78.4","null","266","1486","1607","null","null","null","null","null","null","null","null","null"
"2836",450308,"Jered Weaver",2016,"2836","100.00","0.297","0.220","0.302","0.517","0.369","0.350","0.278","209","704","83.1","22.1","2225","77.8","77.22","240","1284","1526","-0.6","6.14","109","150","107","147","305","323","300"
"2453",450308,"Jered Weaver",2015,"2453","100.00","0.264","0.190","0.275","0.454","0.329","0.308","0.242","163","617","85.4","17.6","2051","77.7","77.68","221","1088","1331","0.0","6.44","111","147","107","148","292","319","302"
"2611",285079,"R.A. Dickey",2010,"2611","100.00","0.251","0.110","0.280","0.361","0.290","0.045","0.000","165","657","null","null","null","77.6","null","237","1244","1340","null","null","null","null","null","null","null","null","null"
"2742",285079,"R.A. Dickey",2016,"2742","100.00","0.258","0.203","0.280","0.461","0.341","0.349","0.270","169","655","81.6","15.0","1772","77.1","75.50","311","1309","1418","-1.6","5.40","110","152","117","148","293","315","291"
"3513",285079,"R.A. Dickey",2014,"3513","100.00","0.233","0.166","0.264","0.399","0.309","0.067","0.000","191","820","null","null","null","77.1","null","387","1630","1856","null","null","null","null","null","null","null","null","null"
"3266",285079,"R.A. Dickey",2015,"3266","100.00","0.244","0.160","0.258","0.404","0.307","0.314","0.254","195","799","86.3","12.1","1597","77.0","75.46","314","1604","1639","-1.5","5.49","109","153","113","147","290","315","294"
"3505",285079,"R.A. Dickey",2013,"3505","100.00","0.242","0.179","0.265","0.422","0.316","0.060","0.000","207","854","null","null","null","76.8","null","363","1648","1834","null","null","null","null","null","null","null","null","null"
