"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"1742",518516,"Madison Bumgarner",2016,"3571","48.78","0.251","0.175","0.281","0.426","0.289","0.300","0.257","152","605","84.4","20.0","2293","87.8","88.14","215","1148","584","0.3","6.55","109","148","108","145","287","308","293"
"1544",506433,"Yu Darvish",2012,"3166","48.77","0.268","0.150","0.310","0.418","0.298","0.014","0.000","129","481","null","null","null","88.5","null","203","951","584","null","null","null","null","null","null","null","null","null"
"978",218596,"Tim Hudson",2013,"2006","48.75","0.266","0.150","0.278","0.416","0.293","0.006","0.000","96","361","null","null","null","87.3","null","75","643","327","null","null","null","null","null","null","null","null","null"
"1706",430912,"Matt Cain",2010,"3501","48.73","0.257","0.188","0.267","0.446","0.296","0.005","0.000","149","579","null","null","null","88.9","null","163","1148","546","null","null","null","null","null","null","null","null","null"
"1619",519242,"Chris Sale",2015,"3323","48.72","0.258","0.181","0.311","0.438","0.297","0.277","0.243","134","520","87.0","16.9","2226","90.3","89.42","288","1087","530","-0.9","6.12","108","147","106","145","294","306","279"
"1089",594798,"Jacob deGrom",2014,"2236","48.70","0.256","0.115","0.305","0.371","0.267","0.002","0.000","91","356","null","null","null","90.8","null","149","742","332","null","null","null","null","null","null","null","null","null"
"1455",435178,"Josh Johnson",2010,"2988","48.69","0.270","0.130","0.315","0.400","0.289","0.012","0.000","124","460","null","null","null","92.8","null","190","960","485","null","null","null","null","null","null","null","null","null"
"1756",433587,"Felix Hernandez",2011,"3608","48.67","0.296","0.137","0.319","0.434","0.318","0.010","0.000","177","597","null","null","null","90.5","null","152","1076","670","null","null","null","null","null","null","null","null","null"
"527",446372,"Corey Kluber",2012,"1083","48.66","0.358","0.257","0.374","0.615","0.417","0.011","0.000","64","179","null","null","null","89.6","null","56","330","195","null","null","null","null","null","null","null","null","null"
"1729",452657,"Jon Lester",2013,"3559","48.58","0.274","0.162","0.296","0.437","0.307","0.005","0.000","169","616","null","null","null","90.0","null","147","1133","592","null","null","null","null","null","null","null","null","null"
"1656",434378,"Justin Verlander",2014,"3409","48.58","0.304","0.189","0.328","0.493","0.343","0.013","0.000","173","570","null","null","null","88.8","null","175","1106","547","null","null","null","null","null","null","null","null","null"
"1548",446372,"Corey Kluber",2016,"3189","48.54","0.248","0.181","0.273","0.429","0.287","0.291","0.252","137","552","83.8","16.6","2404","90.4","90.79","180","1013","529","0.4","6.26","108","151","111","148","294","312","288"
"1159",136880,"Roy Halladay",2012,"2388","48.53","0.295","0.210","0.299","0.505","0.340","0.012","0.000","118","400","null","null","null","86.1","null","134","745","407","null","null","null","null","null","null","null","null","null"
"1361",346798,"Kyle Lohse",2011,"2805","48.52","0.277","0.166","0.284","0.443","0.306","0.004","0.000","133","481","null","null","null","86.1","null","83","810","537","null","null","null","null","null","null","null","null","null"
"1500",425794,"Adam Wainwright",2012,"3092","48.51","0.315","0.190","0.346","0.505","0.346","0.005","0.000","161","511","null","null","null","86.0","null","120","921","570","null","null","null","null","null","null","null","null","null"
"1407",453329,"Clay Buchholz",2012,"2901","48.50","0.285","0.192","0.287","0.477","0.324","0.009","0.000","143","501","null","null","null","88.1","null","109","899","499","null","null","null","null","null","null","null","null","null"
"1622",430912,"Matt Cain",2012,"3345","48.49","0.255","0.164","0.270","0.420","0.284","0.005","0.000","140","548","null","null","null","88.3","null","184","1109","504","null","null","null","null","null","null","null","null","null"
"1265",448802,"Jaime Garcia",2010,"2609","48.49","0.279","0.097","0.297","0.376","0.290","0.009","0.000","121","434","null","null","null","87.4","null","106","744","502","null","null","null","null","null","null","null","null","null"
"759",430912,"Matt Cain",2016,"1568","48.41","0.366","0.260","0.375","0.626","0.406","0.367","0.325","90","246","85.0","20.4","2479","87.4","86.12","77","489","266","-1.3","5.38","110","148","110","147","285","307","297"
"1216",450729,"Doug Fister",2012,"2517","48.31","0.292","0.179","0.335","0.471","0.334","0.015","0.000","121","414","null","null","null","85.3","null","93","645","562","null","null","null","null","null","null","null","null","null"
"1601",430935,"Cole Hamels",2012,"3316","48.28","0.272","0.172","0.299","0.444","0.306","0.006","0.000","145","534","null","null","null","88.1","null","236","1064","519","null","null","null","null","null","null","null","null","null"
"1753",448306,"James Shields",2014,"3632","48.27","0.282","0.184","0.295","0.465","0.319","0.007","0.000","167","593","null","null","null","89.0","null","168","1128","612","null","null","null","null","null","null","null","null","null"
"1410",430912,"Matt Cain",2013,"2922","48.25","0.253","0.188","0.259","0.441","0.295","0.005","0.000","127","501","null","null","null","88.4","null","131","955","447","null","null","null","null","null","null","null","null","null"
"1660",425844,"Zack Greinke",2010,"3445","48.19","0.306","0.173","0.321","0.479","0.335","0.006","0.000","173","566","null","null","null","90.0","null","121","1019","632","null","null","null","null","null","null","null","null","null"
"1264",461829,"Gio Gonzalez",2014,"2623","48.19","0.252","0.142","0.294","0.395","0.278","0.010","0.000","103","408","null","null","null","88.9","null","153","817","431","null","null","null","null","null","null","null","null","null"
"1528",433587,"Felix Hernandez",2013,"3175","48.13","0.281","0.156","0.318","0.437","0.311","0.010","0.000","150","533","null","null","null","89.6","null","132","949","568","null","null","null","null","null","null","null","null","null"
"1577",453286,"Max Scherzer",2012,"3278","48.11","0.269","0.211","0.320","0.480","0.320","0.007","0.000","125","465","null","null","null","92.0","null","241","1045","524","null","null","null","null","null","null","null","null","null"
"1262",218596,"Tim Hudson",2012,"2623","48.11","0.291","0.151","0.302","0.442","0.314","0.008","0.000","146","502","null","null","null","86.7","null","85","837","407","null","null","null","null","null","null","null","null","null"
"1585",453286,"Max Scherzer",2010,"3298","48.06","0.293","0.195","0.319","0.488","0.332","0.009","0.000","135","461","null","null","null","90.8","null","161","968","609","null","null","null","null","null","null","null","null","null"
"1784",450308,"Jered Weaver",2010,"3713","48.05","0.245","0.157","0.287","0.402","0.278","0.006","0.000","131","535","null","null","null","84.6","null","238","1079","699","null","null","null","null","null","null","null","null","null"
"1576",453311,"Tim Lincecum",2013,"3281","48.03","0.281","0.180","0.309","0.462","0.315","0.006","0.000","150","533","null","null","null","86.8","null","174","983","589","null","null","null","null","null","null","null","null","null"
"1584",456501,"Johnny Cueto",2016,"3300","48.00","0.286","0.152","0.314","0.438","0.308","0.320","0.292","158","552","84.8","15.8","2178","88.5","87.50","160","1041","535","-1.0","5.63","112","149","108","148","285","307","296"
"1411",605228,"Jose Fernandez",2016,"2943","47.94","0.299","0.156","0.360","0.455","0.318","0.308","0.285","125","418","84.3","16.2","2332","91.7","92.09","178","863","543","0.4","6.62","109","149","106","145","290","319","293"
"476",430912,"Matt Cain",2015,"993","47.94","0.360","0.354","0.348","0.713","0.440","0.443","0.360","59","164","90.1","16.1","2352","87.9","86.33","42","310","164","-1.6","5.29","111","149","108","146","289","315","295"
"1603",453286,"Max Scherzer",2011,"3344","47.94","0.305","0.221","0.325","0.526","0.354","0.008","0.000","153","502","null","null","null","90.3","null","191","1025","566","null","null","null","null","null","null","null","null","null"
"1724",434622,"Ubaldo Jimenez",2010,"3600","47.89","0.249","0.141","0.283","0.389","0.282","0.020","0.000","127","511","null","null","null","92.7","null","177","1031","684","null","null","null","null","null","null","null","null","null"
"468",518774,"Matt Harvey",2012,"978","47.85","0.271","0.194","0.306","0.465","0.304","0.005","0.000","39","144","null","null","null","92.8","null","61","316","150","null","null","null","null","null","null","null","null","null"
"778",453329,"Clay Buchholz",2013,"1629","47.76","0.212","0.096","0.250","0.308","0.228","0.008","0.000","55","260","null","null","null","88.0","null","80","466","308","null","null","null","null","null","null","null","null","null"
"1761",434378,"Justin Verlander",2013,"3692","47.70","0.283","0.155","0.325","0.439","0.308","0.002","0.000","159","561","null","null","null","89.9","null","228","1190","560","null","null","null","null","null","null","null","null","null"
"1524",425794,"Adam Wainwright",2016,"3196","47.68","0.338","0.207","0.353","0.545","0.369","0.356","0.317","185","547","84.6","12.9","2329","85.2","84.93","106","935","569","-0.3","6.35","109","146","108","145","296","312","297"
"857",543699,"Tanner Roark",2015,"1800","47.61","0.294","0.230","0.287","0.524","0.341","0.350","0.297","87","296","85.9","10.6","2120","90.3","89.10","66","539","314","-1.2","5.73","108","149","107","146","289","304","290"
"1578",461829,"Gio Gonzalez",2013,"3315","47.60","0.267","0.179","0.298","0.446","0.301","0.001","0.000","134","502","null","null","null","89.9","null","180","1019","548","null","null","null","null","null","null","null","null","null"
"549",543294,"Kyle Hendricks",2014,"1156","47.49","0.297","0.125","0.303","0.422","0.306","0.000","0.000","57","192","null","null","null","86.0","null","47","348","198","null","null","null","null","null","null","null","null","null"
"1632",453311,"Tim Lincecum",2010,"3437","47.48","0.282","0.151","0.324","0.433","0.303","0.003","0.000","147","522","null","null","null","88.0","null","165","1007","615","null","null","null","null","null","null","null","null","null"
"1590",450308,"Jered Weaver",2014,"3352","47.43","0.248","0.178","0.263","0.425","0.290","0.010","0.000","141","569","null","null","null","80.8","null","183","971","614","null","null","null","null","null","null","null","null","null"
"1052",502171,"Alex Cobb",2013,"2221","47.37","0.276","0.157","0.307","0.433","0.303","0.000","0.000","97","351","null","null","null","87.3","null","92","614","435","null","null","null","null","null","null","null","null","null"
"1773",434378,"Justin Verlander",2010,"3745","47.34","0.257","0.138","0.299","0.395","0.281","0.009","0.000","140","544","null","null","null","91.1","null","184","1092","672","null","null","null","null","null","null","null","null","null"
"1292",453329,"Clay Buchholz",2014,"2741","47.14","0.303","0.179","0.328","0.483","0.339","0.006","0.000","149","491","null","null","null","87.6","null","120","829","461","null","null","null","null","null","null","null","null","null"
"1443",434622,"Ubaldo Jimenez",2015,"3063","47.11","0.294","0.160","0.324","0.454","0.321","0.304","0.278","144","489","88.0","12.5","2011","88.3","87.86","124","842","592","-0.4","5.97","109","153","116","148","292","302","290"
"637",453329,"Clay Buchholz",2011,"1354","47.05","0.254","0.168","0.264","0.422","0.291","0.009","0.000","59","232","null","null","null","88.4","null","66","406","229","null","null","null","null","null","null","null","null","null"
"184",519242,"Chris Sale",2010,"392","46.94","0.226","0.113","0.303","0.340","0.245","0.000","0.000","12","53","null","null","null","92.6","null","22","94","90","null","null","null","null","null","null","null","null","null"
"1768",434378,"Justin Verlander",2012,"3768","46.92","0.238","0.146","0.279","0.384","0.268","0.005","0.000","135","567","null","null","null","90.3","null","270","1196","568","null","null","null","null","null","null","null","null","null"
"395",502171,"Alex Cobb",2011,"842","46.91","0.280","0.129","0.286","0.409","0.299","0.005","0.000","37","132","null","null","null","87.2","null","20","227","168","null","null","null","null","null","null","null","null","null"
"1310",543294,"Kyle Hendricks",2015,"2793","46.90","0.278","0.169","0.315","0.448","0.311","0.300","0.275","125","449","87.9","8.0","2106","86.9","85.72","95","763","534","-1.2","5.57","112","151","108","148","287","299","285"
"521",136880,"Roy Halladay",2013,"1112","46.85","0.289","0.283","0.270","0.572","0.362","0.008","0.000","50","173","null","null","null","85.0","null","51","325","192","null","null","null","null","null","null","null","null","null"
"1578",461829,"Gio Gonzalez",2010,"3370","46.82","0.272","0.127","0.289","0.400","0.296","0.011","0.000","137","503","null","null","null","88.1","null","125","944","627","null","null","null","null","null","null","null","null","null"
"1595",461829,"Gio Gonzalez",2011,"3408","46.80","0.273","0.137","0.300","0.410","0.298","0.011","0.000","141","517","null","null","null","89.2","null","174","958","631","null","null","null","null","null","null","null","null","null"
"620",453311,"Tim Lincecum",2015,"1325","46.79","0.290","0.167","0.311","0.457","0.316","0.341","0.303","61","210","89.8","12.4","1934","83.5","83.69","72","391","225","0.2","6.39","112","148","108","146","293","317","292"
"1314",453329,"Clay Buchholz",2010,"2810","46.76","0.241","0.112","0.260","0.353","0.260","0.011","0.000","108","448","null","null","null","90.5","null","146","850","462","null","null","null","null","null","null","null","null","null"
"673",430912,"Matt Cain",2014,"1440","46.74","0.274","0.209","0.277","0.483","0.325","0.009","0.000","63","230","null","null","null","88.7","null","67","435","234","null","null","null","null","null","null","null","null","null"
"803",453562,"Jake Arrieta",2010,"1718","46.74","0.296","0.161","0.302","0.456","0.329","0.017","0.000","81","274","null","null","null","89.2","null","46","474","323","null","null","null","null","null","null","null","null","null"
"1708",448306,"James Shields",2013,"3657","46.70","0.268","0.159","0.283","0.428","0.296","0.005","0.000","160","596","null","null","null","88.7","null","187","1130","561","null","null","null","null","null","null","null","null","null"
"1426",285064,"Ryan Vogelsong",2012,"3056","46.66","0.281","0.184","0.297","0.465","0.317","0.006","0.000","133","473","null","null","null","87.5","null","116","901","516","null","null","null","null","null","null","null","null","null"
"1610",506433,"Yu Darvish",2013,"3452","46.64","0.225","0.199","0.253","0.423","0.272","0.000","0.000","113","503","null","null","null","87.5","null","206","993","610","null","null","null","null","null","null","null","null","null"
"180",502171,"Alex Cobb",2016,"386","46.63","0.385","0.354","0.408","0.738","0.463","0.386","0.312","25","65","87.3","11.9","2107","87.1","85.21","16","114","65","-1.9","5.46","104","152","111","146","295","326","298"
"868",448855,"Junior Guerra",2016,"1866","46.52","0.267","0.188","0.273","0.455","0.306","0.329","0.281","81","303","85.2","16.5","1997","90.8","90.72","96","585","273","-0.1","6.22","110","152","109","148","301","315","288"
"1396",346798,"Kyle Lohse",2014,"3002","46.50","0.260","0.171","0.261","0.431","0.289","0.003","0.000","131","503","null","null","null","85.2","null","118","892","490","null","null","null","null","null","null","null","null","null"
"1487",461829,"Gio Gonzalez",2012,"3198","46.50","0.244","0.121","0.290","0.365","0.265","0.011","0.000","115","471","null","null","null","90.6","null","165","912","559","null","null","null","null","null","null","null","null","null"
"1470",452657,"Jon Lester",2016,"3165","46.45","0.225","0.145","0.235","0.369","0.257","0.300","0.264","112","498","83.4","17.4","2271","90.2","90.02","146","989","473","-0.2","6.34","110","150","107","147","291","317","289"
"1491",425844,"Zack Greinke",2014,"3210","46.45","0.284","0.180","0.312","0.465","0.321","0.006","0.000","137","482","null","null","null","88.3","null","157","944","542","null","null","null","null","null","null","null","null","null"
"1164",572971,"Dallas Keuchel",2013,"2506","46.45","0.367","0.223","0.368","0.591","0.411","0.008","0.000","158","430","null","null","null","86.0","null","91","687","471","null","null","null","null","null","null","null","null","null"
"1073",285064,"Ryan Vogelsong",2015,"2311","46.43","0.303","0.228","0.315","0.531","0.349","0.351","0.301","113","373","89.4","14.8","1978","87.5","87.63","79","676","390","0.1","6.35","112","148","109","146","291","316","293"
"1486",218596,"Tim Hudson",2011,"3204","46.38","0.260","0.122","0.268","0.382","0.274","0.004","0.000","149","574","null","null","null","88.0","null","117","971","496","null","null","null","null","null","null","null","null","null"
"1306",425844,"Zack Greinke",2013,"2816","46.38","0.257","0.134","0.284","0.391","0.276","0.006","0.000","111","432","null","null","null","88.3","null","149","861","438","null","null","null","null","null","null","null","null","null"
"1556",452657,"Jon Lester",2010,"3357","46.35","0.262","0.137","0.300","0.399","0.288","0.010","0.000","140","534","null","null","null","90.2","null","156","967","582","null","null","null","null","null","null","null","null","null"
"1416",285064,"Ryan Vogelsong",2014,"3058","46.30","0.283","0.203","0.309","0.487","0.324","0.004","0.000","138","487","null","null","null","87.2","null","138","909","499","null","null","null","null","null","null","null","null","null"
"1616",452657,"Jon Lester",2014,"3493","46.26","0.282","0.149","0.317","0.432","0.306","0.007","0.000","155","549","null","null","null","88.7","null","166","1046","564","null","null","null","null","null","null","null","null","null"
"1101",592789,"Noah Syndergaard",2015,"2380","46.26","0.267","0.207","0.286","0.474","0.309","0.286","0.252","103","386","86.9","14.0","2072","93.4","94.05","130","725","362","0.6","6.91","113","151","112","145","292","309","291"
"1513",456501,"Johnny Cueto",2015,"3271","46.25","0.268","0.182","0.279","0.449","0.306","0.324","0.280","137","512","87.4","15.8","2141","89.4","88.32","164","1022","477","-1.1","5.65","112","148","109","146","294","308","291"
"1544",543699,"Tanner Roark",2016,"3355","46.02","0.244","0.125","0.271","0.369","0.266","0.297","0.260","127","520","83.7","13.1","2174","89.4","88.63","139","923","607","-0.8","5.82","109","149","110","146","295","307","286"
"1722",450308,"Jered Weaver",2011,"3746","45.97","0.242","0.167","0.262","0.408","0.278","0.009","0.000","132","546","null","null","null","84.9","null","183","1059","659","null","null","null","null","null","null","null","null","null"
"1326",543294,"Kyle Hendricks",2016,"2888","45.91","0.258","0.156","0.283","0.414","0.290","0.281","0.250","111","430","83.9","15.0","2089","86.0","85.39","125","745","571","-0.6","5.81","113","152","110","148","296","320","292"
"430",435178,"Josh Johnson",2011,"940","45.74","0.220","0.092","0.250","0.312","0.229","0.000","0.000","31","141","null","null","null","91.6","null","38","270","157","null","null","null","null","null","null","null","null","null"
"1218",453311,"Tim Lincecum",2014,"2665","45.70","0.308","0.221","0.328","0.529","0.354","0.007","0.000","127","412","null","null","null","85.8","null","115","763","448","null","null","null","null","null","null","null","null","null"
"1800",434378,"Justin Verlander",2011,"3941","45.67","0.217","0.149","0.243","0.365","0.252","0.008","0.000","124","572","null","null","null","90.8","null","200","1133","666","null","null","null","null","null","null","null","null","null"
"1503",453311,"Tim Lincecum",2012,"3299","45.56","0.294","0.219","0.312","0.513","0.338","0.010","0.000","145","493","null","null","null","87.3","null","175","962","532","null","null","null","null","null","null","null","null","null"
"736",346798,"Kyle Lohse",2010,"1617","45.52","0.376","0.232","0.388","0.608","0.413","0.003","0.000","94","250","null","null","null","86.3","null","43","417","318","null","null","null","null","null","null","null","null","null"
"952",453562,"Jake Arrieta",2011,"2097","45.40","0.296","0.219","0.303","0.514","0.351","0.021","0.000","92","311","null","null","null","89.1","null","68","542","405","null","null","null","null","null","null","null","null","null"
"1477",430935,"Cole Hamels",2016,"3254","45.39","0.296","0.190","0.315","0.486","0.338","0.345","0.289","146","494","85.2","13.9","1999","89.3","89.25","167","976","494","0.0","6.31","105","148","109","146","306","328","298"
"1579",430912,"Matt Cain",2011,"3488","45.27","0.242","0.130","0.267","0.372","0.264","0.009","0.000","132","546","null","null","null","88.6","null","159","1050","519","null","null","null","null","null","null","null","null","null"
"1364",572971,"Dallas Keuchel",2014,"3020","45.17","0.298","0.132","0.312","0.431","0.313","0.004","0.000","151","506","null","null","null","87.2","null","97","839","513","null","null","null","null","null","null","null","null","null"
"1149",346798,"Kyle Lohse",2015,"2545","45.15","0.319","0.254","0.312","0.574","0.376","0.373","0.312","128","401","88.0","16.1","1995","85.7","84.29","107","749","391","-1.4","5.42","106","148","107","147","293","317","295"
"789",285064,"Ryan Vogelsong",2013,"1748","45.14","0.340","0.233","0.349","0.573","0.387","0.007","0.000","98","288","null","null","null","85.9","null","60","489","296","null","null","null","null","null","null","null","null","null"
"1406",461829,"Gio Gonzalez",2016,"3116","45.12","0.304","0.183","0.332","0.487","0.335","0.330","0.289","138","454","85.4","14.8","2222","88.3","87.85","145","878","506","-0.5","6.11","108","149","109","145","298","307","283"
"1352",450729,"Doug Fister",2016,"3000","45.07","0.304","0.220","0.303","0.524","0.356","0.348","0.299","141","464","86.2","14.0","1975","84.5","84.55","67","747","598","0.1","6.37","108","149","112","149","281","315","285"
"1547",433587,"Felix Hernandez",2014,"3434","45.05","0.237","0.142","0.266","0.380","0.263","0.003","0.000","130","548","null","null","null","89.2","null","158","938","596","null","null","null","null","null","null","null","null","null"
"1203",572971,"Dallas Keuchel",2016,"2671","45.04","0.318","0.214","0.333","0.532","0.364","0.344","0.305","134","421","87.0","6.8","2071","85.5","85.05","100","729","468","-0.4","6.05","103","149","110","148","284","315","280"
"1038",434622,"Ubaldo Jimenez",2014,"2306","45.01","0.274","0.188","0.305","0.461","0.317","0.008","0.000","92","336","null","null","null","87.9","null","81","591","443","null","null","null","null","null","null","null","null","null"
"1078",450308,"Jered Weaver",2013,"2396","44.99","0.239","0.173","0.253","0.412","0.277","0.004","0.000","91","381","null","null","null","82.2","null","126","672","399","null","null","null","null","null","null","null","null","null"
"1539",433587,"Felix Hernandez",2012,"3422","44.97","0.280","0.135","0.304","0.415","0.302","0.005","0.000","154","550","null","null","null","89.9","null","155","991","539","null","null","null","null","null","null","null","null","null"
"1325",461829,"Gio Gonzalez",2015,"2947","44.96","0.333","0.154","0.375","0.488","0.352","0.327","0.289","149","447","88.4","9.1","2220","89.4","88.56","127","845","470","-0.8","6.03","107","148","106","146","292","302","289"
"1521",425844,"Zack Greinke",2012,"3383","44.96","0.300","0.162","0.318","0.462","0.329","0.008","0.000","152","506","null","null","null","88.4","null","113","907","605","null","null","null","null","null","null","null","null","null"
"1436",452657,"Jon Lester",2011,"3199","44.89","0.274","0.180","0.294","0.454","0.316","0.010","0.000","129","471","null","null","null","89.2","null","118","896","529","null","null","null","null","null","null","null","null","null"
"1546",456501,"Johnny Cueto",2012,"3449","44.82","0.289","0.153","0.309","0.442","0.312","0.006","0.000","153","530","null","null","null","89.2","null","158","1027","512","null","null","null","null","null","null","null","null","null"
"1121",425844,"Zack Greinke",2016,"2503","44.79","0.309","0.245","0.299","0.554","0.358","0.370","0.312","120","388","85.0","17.6","2290","88.3","88.18","92","737","374","-0.1","6.02","112","153","115","148","302","323","302"
"1530",452657,"Jon Lester",2012,"3424","44.68","0.317","0.223","0.323","0.541","0.366","0.011","0.000","172","542","null","null","null","89.7","null","120","968","552","null","null","null","null","null","null","null","null","null"
"1634",456501,"Johnny Cueto",2014,"3659","44.66","0.231","0.150","0.256","0.380","0.263","0.006","0.000","128","555","null","null","null","90.0","null","186","1094","530","null","null","null","null","null","null","null","null","null"
"1612",448306,"James Shields",2012,"3617","44.57","0.295","0.198","0.316","0.492","0.338","0.006","0.000","167","567","null","null","null","88.6","null","148","1014","588","null","null","null","null","null","null","null","null","null"
"1486",218596,"Tim Hudson",2010,"3339","44.50","0.278","0.147","0.285","0.425","0.305","0.010","0.000","155","558","null","null","null","89.7","null","106","961","506","null","null","null","null","null","null","null","null","null"
"1264",425844,"Zack Greinke",2011,"2841","44.49","0.313","0.248","0.339","0.561","0.369","0.007","0.000","130","415","null","null","null","88.5","null","118","785","468","null","null","null","null","null","null","null","null","null"
"1600",453311,"Tim Lincecum",2011,"3607","44.36","0.265","0.155","0.300","0.420","0.300","0.018","0.000","140","528","null","null","null","89.4","null","178","1001","591","null","null","null","null","null","null","null","null","null"
"1382",456501,"Johnny Cueto",2010,"3117","44.34","0.297","0.175","0.299","0.472","0.329","0.011","0.000","132","445","null","null","null","90.8","null","138","909","470","null","null","null","null","null","null","null","null","null"
"1059",456501,"Johnny Cueto",2011,"2394","44.24","0.264","0.105","0.283","0.369","0.278","0.014","0.000","98","371","null","null","null","89.8","null","86","696","358","null","null","null","null","null","null","null","null","null"
"1344",433587,"Felix Hernandez",2015,"3040","44.21","0.279","0.202","0.287","0.481","0.321","0.299","0.266","134","480","87.9","5.7","2005","88.2","87.80","117","835","495","-0.4","6.34","112","146","108","146","290","313","294"
"1084",433587,"Felix Hernandez",2016,"2453","44.19","0.281","0.203","0.268","0.483","0.325","0.361","0.316","108","385","86.3","10.1","2013","87.7","87.54","82","702","373","-0.2","6.44","106","150","107","145","289","310","290"
"356",453311,"Tim Lincecum",2016,"806","44.17","0.452","0.315","0.452","0.766","0.509","0.413","0.362","56","124","86.5","15.9","1900","84.5","84.33","40","243","111","-0.2","6.35","107","148","110","147","299","327","301"
"1258",450308,"Jered Weaver",2012,"2859","44.00","0.241","0.158","0.241","0.399","0.277","0.008","0.000","102","424","null","null","null","84.9","null","112","764","489","null","null","null","null","null","null","null","null","null"
"421",456501,"Johnny Cueto",2013,"958","43.95","0.245","0.194","0.235","0.439","0.287","0.005","0.000","34","139","null","null","null","89.5","null","50","287","133","null","null","null","null","null","null","null","null","null"
"1394",452657,"Jon Lester",2015,"3185","43.77","0.282","0.182","0.308","0.464","0.315","0.300","0.269","147","522","86.9","11.7","2218","89.3","88.66","131","904","479","-0.6","6.07","109","150","104","147","286","299","281"
"1411",425844,"Zack Greinke",2015,"3239","43.56","0.234","0.130","0.253","0.364","0.257","0.289","0.260","117","500","88.5","11.8","2307","89.3","88.64","174","963","435","-0.7","5.95","116","150","108","149","293","306","291"
"1274",285064,"Ryan Vogelsong",2011,"2937","43.38","0.296","0.171","0.320","0.467","0.325","0.008","0.000","123","415","null","null","null","88.1","null","104","775","496","null","null","null","null","null","null","null","null","null"
"593",572971,"Dallas Keuchel",2012,"1388","42.72","0.329","0.222","0.303","0.551","0.366","0.012","0.000","74","225","null","null","null","84.1","null","31","366","224","null","null","null","null","null","null","null","null","null"
"626",435178,"Josh Johnson",2013,"1470","42.59","0.375","0.254","0.376","0.629","0.422","0.000","0.000","87","232","null","null","null","90.9","null","61","410","212","null","null","null","null","null","null","null","null","null"
"1318",448306,"James Shields",2016,"3134","42.05","0.314","0.308","0.295","0.623","0.392","0.368","0.304","159","506","86.5","18.8","2219","87.1","87.77","107","874","433","0.7","6.82","106","151","108","145","291","314","290"
"1317",435178,"Josh Johnson",2012,"3145","41.88","0.311","0.142","0.321","0.453","0.326","0.007","0.000","140","450","null","null","null","90.1","null","101","847","461","null","null","null","null","null","null","null","null","null"
"1085",502171,"Alex Cobb",2014,"2611","41.55","0.297","0.142","0.328","0.439","0.315","0.006","0.000","109","367","null","null","null","88.4","null","101","650","427","null","null","null","null","null","null","null","null","null"
"576",285064,"Ryan Vogelsong",2016,"1390","41.44","0.299","0.266","0.309","0.565","0.358","0.329","0.278","64","214","85.9","16.7","1983","87.3","87.38","43","363","207","0.1","6.50","111","151","109","148","297","305","289"
"1376",448306,"James Shields",2015,"3338","41.22","0.287","0.272","0.293","0.559","0.355","0.321","0.274","137","478","89.6","13.1","2213","87.3","87.99","157","896","469","0.7","6.70","110","149","109","146","292","307","290"
"1417",572971,"Dallas Keuchel",2015,"3493","40.57","0.294","0.148","0.306","0.442","0.317","0.313","0.290","151","513","87.4","2.3","2005","86.9","86.32","103","867","542","-0.6","5.99","104","147","107","147","281","309","276"
"74",346798,"Kyle Lohse",2016,"188","39.36","0.400","0.567","0.348","0.967","0.565","0.550","0.379","12","30","93.9","18.1","2061","84.5","83.20","4","43","31","-1.3","5.34","107","148","107","148","307","329","307"
